date,ttf,nbp,fx,national_grid_commodity_entry,bacton_entry,iuk_be_uk,iuk_commodity_be_uk,gts_exit,fluxys_nl_zee_ocuc,fluxys_commodity,iuk_booked_capacity,iuk_technical_capacity,bacton_booked_entry
10/08/2022,170,300,0.85,0.269625387,2.716768847,1.1,0.395368703,0.572094316,0.191944407,0.33879016,59.21535491,59.24335855,0
11/08/2022,170,300,0.85,0.269625387,2.716768847,1.1,0.395368703,0.572094316,0.191944407,0.33879016,59.21535491,59.24335855,0
12/08/2022,170,300,0.85,0.269625387,2.716768847,1.1,0.395368703,0.572094316,0.191944407,0.33879016,59.21535491,59.24335855,0
13/08/2022,170,300,0.85,0.269625387,2.716768847,1.1,0.395368703,0.572094316,0.191944407,0.33879016,59.21535491,59.24335855,0
14/08/2022,170,300,0.85,0.269625387,2.716768847,1.1,0.395368703,0.572094316,0.191944407,0.33879016,59.21535491,59.24335855,0
15/08/2022,170,300,0.85,0.269625387,2.716768847,1.1,0.395368703,0.572094316,0.191944407,0.33879016,59.21535491,59.24335855,0
16/08/2022,170,300,0.85,0.269625387,2.716768847,1.1,0.395368703,0.572094316,0.191944407,0.33879016,59.21535491,59.24335855,0
17/08/2022,170,300,0.85,0.269625387,2.716768847,1.1,0.395368703,0.572094316,0.191944407,0.33879016,59.21535491,59.24335855,0
18/08/2022,170,300,0.85,0.269625387,2.716768847,1.1,0.395368703,0.572094316,0.191944407,0.33879016,59.21535491,59.24335855,0
19/08/2022,170,300,0.85,0.269625387,2.716768847,1.1,0.395368703,0.572094316,0.191944407,0.33879016,59.21535491,59.24335855,0
20/08/2022,170,300,0.85,0.269625387,2.716768847,1.1,0.395368703,0.572094316,0.191944407,0.33879016,59.21535491,59.24335855,0
21/08/2022,170,300,0.85,0.269625387,2.716768847,1.1,0.395368703,0.572094316,0.191944407,0.33879016,59.21535491,59.24335855,0
22/08/2022,170,300,0.85,0.269625387,2.716768847,1.1,0.395368703,0.572094316,0.191944407,0.33879016,59.21535491,59.24335855,0
23/08/2022,170,300,0.85,0.269625387,2.716768847,1.1,0.395368703,0.572094316,0.191944407,0.33879016,59.21535491,59.24335855,0
24/08/2022,170,300,0.85,0.269625387,2.716768847,1.1,0.395368703,0.572094316,0.191944407,0.33879016,59.21535491,59.24335855,0
25/08/2022,170,300,0.85,0.269625387,2.716768847,1.1,0.395368703,0.572094316,0.191944407,0.33879016,59.21535491,59.24335855,0
26/08/2022,170,300,0.85,0.269625387,2.716768847,1.1,0.395368703,0.572094316,0.191944407,0.33879016,59.21535491,59.24335855,0
27/08/2022,170,300,0.85,0.269625387,2.716768847,1.1,0.395368703,0.572094316,0.191944407,0.33879016,59.21535491,59.24335855,0
28/08/2022,170,300,0.85,0.269625387,2.716768847,1.1,0.395368703,0.572094316,0.191944407,0.33879016,59.21535491,59.24335855,0
29/08/2022,170,300,0.85,0.269625387,2.716768847,1.1,0.395368703,0.572094316,0.191944407,0.33879016,59.21535491,59.24335855,0
30/08/2022,170,300,0.85,0.269625387,2.716768847,1.1,0.395368703,0.572094316,0.191944407,0.33879016,59.21535491,59.24335855,0
31/08/2022,170,300,0.85,0.269625387,2.716768847,1.1,0.395368703,0.572094316,0.191944407,0.33879016,59.21535491,59.24335855,0
01/09/2022,170,300,0.85,0.269625387,2.716768847,1.1,0.395368703,0.621935871,0.249527729,0.33879016,59.20471855,59.24335855,0
02/09/2022,170,300,0.85,0.269625387,2.716768847,1.1,0.395368703,0.621935871,0.249527729,0.33879016,59.20471855,59.24335855,0
03/09/2022,170,300,0.85,0.269625387,2.716768847,1.1,0.395368703,0.621935871,0.249527729,0.33879016,59.20471855,59.24335855,0
04/09/2022,170,300,0.85,0.269625387,2.716768847,1.1,0.395368703,0.621935871,0.249527729,0.33879016,59.20471855,59.24335855,0
