date,ttf,nbp,fx,national_grid_commodity_entry,bacton_entry,iuk_be_uk,iuk_commodity_be_uk,gts_exit,fluxys_nl_zee_ocuc,fluxys_commodity,iuk_booked_capacity,iuk_technical_capacity,bacton_booked_entry
28/07/2022,170,300,0.85,0.269625387,2.716768847,1.1,0.395368703,0.60134912,0.191944407,0.33879016,59.21988873,59.24335855,0.028311273
29/07/2022,170,300,0.85,0.269625387,2.716768847,1.1,0.395368703,0.60134912,0.191944407,0.33879016,59.21988873,59.24335855,0.028311273
30/07/2022,170,300,0.85,0.269625387,2.716768847,1.1,0.395368703,0.60134912,0.191944407,0.33879016,59.21988873,59.24335855,0.028311273
31/07/2022,170,300,0.85,0.269625387,2.716768847,1.1,0.395368703,0.60134912,0.191944407,0.33879016,59.21988873,59.24335855,0.028311273
01/08/2022,170,300,0.85,0.269625387,2.716768847,1.1,0.395368703,0.572094316,0.191944407,0.33879016,59.21535491,59.24335855,0
02/08/2022,170,300,0.85,0.269625387,2.716768847,1.1,0.395368703,0.572094316,0.191944407,0.33879016,59.21535491,59.24335855,0
03/08/2022,170,300,0.85,0.269625387,2.716768847,1.1,0.395368703,0.572094316,0.191944407,0.33879016,59.21535491,59.24335855,0
04/08/2022,170,300,0.85,0.269625387,2.716768847,1.1,0.395368703,0.572094316,0.191944407,0.33879016,59.21535491,59.24335855,0
05/08/2022,170,300,0.85,0.269625387,2.716768847,1.1,0.395368703,0.572094316,0.191944407,0.33879016,59.21535491,59.24335855,0
06/08/2022,170,300,0.85,0.269625387,2.716768847,1.1,0.395368703,0.572094316,0.191944407,0.33879016,59.21535491,59.24335855,0
07/08/2022,170,300,0.85,0.269625387,2.716768847,1.1,0.395368703,0.572094316,0.191944407,0.33879016,59.21535491,59.24335855,0
08/08/2022,170,300,0.85,0.269625387,2.716768847,1.1,0.395368703,0.572094316,0.191944407,0.33879016,59.21535491,59.24335855,0
09/08/2022,170,300,0.85,0.269625387,2.716768847,1.1,0.395368703,0.572094316,0.191944407,0.33879016,59.21535491,59.24335855,0
